race_id,season,round,race_date,circuit_id
870,2012,12,2012-09-02,13
871,2012,13,2012-09-09,14
872,2012,14,2012-09-23,15
873,2012,15,2012-10-07,22
874,2012,16,2012-10-14,35
875,2012,17,2012-10-28,68
876,2012,18,2012-11-04,24
877,2012,19,2012-11-18,69
878,2012,20,2012-11-25,18
879,2013,1,2013-03-17,1
880,2013,2,2013-03-24,2
881,2013,3,2013-04-14,17
882,2013,4,2013-04-21,3
883,2013,5,2013-05-12,4
884,2013,6,2013-05-26,6
885,2013,7,2013-06-09,7
886,2013,8,2013-06-30,9
887,2013,9,2013-07-07,20
888,2013,10,2013-07-28,11
889,2013,11,2013-08-25,13
890,2013,12,2013-09-08,14
891,2013,13,2013-09-22,15
892,2013,14,2013-10-06,35
893,2013,15,2013-10-13,22
894,2013,16,2013-10-27,68
895,2013,17,2013-11-03,24
896,2013,18,2013-11-17,69
897,2013,19,2013-11-24,18
898,2014,1,2014-03-16,1
899,2014,2,2014-03-30,2
900,2014,3,2014-04-06,3
901,2014,4,2014-04-20,17
902,2014,5,2014-05-11,4
903,2014,6,2014-05-25,6
904,2014,7,2014-06-08,7
905,2014,8,2014-06-22,70
906,2014,9,2014-07-06,9
907,2014,10,2014-07-20,10
908,2014,11,2014-07-27,11
909,2014,12,2014-08-24,13
910,2014,13,2014-09-07,14
911,2014,14,2014-09-21,15
912,2014,15,2014-10-05,22
913,2014,16,2014-10-12,71
914,2014,17,2014-11-02,69
915,2014,18,2014-11-09,18
916,2014,19,2014-11-23,24
917,2015,6,2015-05-24,6
918,2015,7,2015-06-07,7
919,2015,4,2015-04-19,3
920,2015,5,2015-05-10,4
921,2015,3,2015-04-12,17
922,2015,1,2015-03-15,1
923,2015,2,2015-03-29,2
924,2015,8,2015-06-21,70
925,2015,9,2015-07-05,9
926,2015,10,2015-07-26,11
927,2015,11,2015-08-23,13
928,2015,12,2015-09-06,14
929,2015,13,2015-09-20,15
930,2015,14,2015-09-27,22
931,2015,15,2015-10-11,71
932,2015,16,2015-10-25,69
933,2015,17,2015-11-01,32
934,2015,18,2015-11-15,18
935,2015,19,2015-11-29,24
936,2016,1,2016-03-20,1
937,2016,2,2016-04-03,3
938,2016,3,2016-04-17,17
939,2016,4,2016-05-01,71
940,2016,5,2016-05-15,4
941,2016,6,2016-05-29,6
942,2016,7,2016-06-12,7
943,2016,8,2016-06-19,73
944,2016,9,2016-07-03,70
945,2016,10,2016-07-10,9
946,2016,11,2016-07-24,11
947,2016,12,2016-07-31,10
948,2016,13,2016-08-28,13
949,2016,14,2016-09-04,14
950,2016,15,2016-09-18,15
951,2016,16,2016-10-02,2
952,2016,17,2016-10-09,22
953,2016,18,2016-10-23,69
954,2016,19,2016-10-30,32
955,2016,20,2016-11-13,18
956,2016,21,2016-11-27,24
957,2017,1,2017-03-26,1
958,2017,2,2017-04-09,17
959,2017,3,2017-04-16,3
960,2017,4,2017-04-30,71
961,2017,5,2017-05-14,4
962,2017,6,2017-05-28,6
963,2017,7,2017-06-11,7
964,2017,8,2017-06-25,73
965,2017,9,2017-07-09,70
966,2017,10,2017-07-16,9
967,2017,11,2017-07-30,11
968,2017,12,2017-08-27,13
969,2017,13,2017-09-03,14
970,2017,14,2017-09-17,15
971,2017,15,2017-10-01,2
972,2017,16,2017-10-08,22
973,2017,17,2017-10-22,69
974,2017,18,2017-10-29,32
975,2017,19,2017-11-12,18
976,2017,20,2017-11-26,24
977,2018,1,2018-03-25,1
978,2018,2,2018-04-08,3
979,2018,3,2018-04-15,17
980,2018,4,2018-04-29,73
981,2018,5,2018-05-13,4
982,2018,6,2018-05-27,6
983,2018,7,2018-06-10,7
984,2018,8,2018-06-24,34
985,2018,9,2018-07-01,70
986,2018,10,2018-07-08,9
987,2018,11,2018-07-22,10
988,2018,12,2018-07-29,11
989,2018,13,2018-08-26,13
990,2018,14,2018-09-02,14
991,2018,15,2018-09-16,15
992,2018,16,2018-09-30,71
993,2018,17,2018-10-07,22
994,2018,18,2018-10-21,69
995,2018,19,2018-10-28,32
996,2018,20,2018-11-11,18
997,2018,21,2018-11-25,24
998,2019,1,2019-03-17,1
999,2019,2,2019-03-31,3
1000,2019,3,2019-04-14,17
1001,2019,4,2019-04-28,73
1002,2019,5,2019-05-12,4
1003,2019,6,2019-05-26,6
1004,2019,7,2019-06-09,7
1005,2019,8,2019-06-23,34
1006,2019,9,2019-06-30,70
1007,2019,10,2019-07-14,9
1008,2019,11,2019-07-28,10
1009,2019,12,2019-08-04,11
1010,2019,13,2019-09-01,13
1011,2019,14,2019-09-08,14
1012,2019,15,2019-09-22,15
1013,2019,16,2019-09-29,71
1014,2019,17,2019-10-13,22
1015,2019,18,2019-10-27,32
1016,2019,19,2019-11-03,69
1017,2019,20,2019-11-17,18
1018,2019,21,2019-12-01,24
1019,2020,1,2020-07-05,70
1020,2020,2,2020-07-12,70
1021,2020,3,2020-07-19,11
1022,2020,4,2020-08-02,9
1023,2020,5,2020-08-09,9
1024,2020,6,2020-08-16,4
1025,2020,7,2020-08-30,13
1026,2020,8,2020-09-06,14
1027,2020,9,2020-09-13,76
1028,2020,10,2020-09-27,71
1029,2020,11,2020-10-11,20
1030,2020,12,2020-10-25,75
1031,2020,13,2020-11-01,21
1032,2020,14,2020-11-15,5
1033,2020,15,2020-11-29,3
1034,2020,16,2020-12-06,3
1035,2020,17,2020-12-13,24
1036,2021,2,2021-04-18,21
1037,2022,1,2022-03-20,3
1038,2021,1,2021-03-28,3
1039,2021,20,2021-11-21,78
1040,2021,3,2021-05-02,75
1041,2021,4,2021-05-09,4
1042,2021,5,2021-05-23,6
1043,2021,6,2021-06-06,73
1044,2021,8,2021-06-27,70
1045,2021,7,2021-06-20,34
1046,2021,9,2021-07-04,70
1047,2021,10,2021-07-18,9
1048,2021,11,2021-08-01,11
1049,2021,12,2021-08-29,13
1050,2021,13,2021-09-05,39
1051,2021,14,2021-09-12,14
1052,2021,15,2021-09-26,71
1053,2021,16,2021-10-10,5
1054,2021,17,2021-10-24,69
1055,2021,18,2021-11-07,32
1056,2021,19,2021-11-14,18
1057,2021,21,2021-12-05,77
1058,2021,22,2021-12-12,24
1059,2022,2,2022-03-27,77
1060,2022,3,2022-04-10,1
1061,2022,4,2022-04-24,21
1062,2022,5,2022-05-08,79
1063,2022,6,2022-05-22,4
1064,2022,7,2022-05-29,6
1065,2022,8,2022-06-12,73
1066,2022,9,2022-06-19,7
1067,2022,10,2022-07-03,9
1068,2022,11,2022-07-10,70
1069,2022,12,2022-07-24,34
1070,2022,13,2022-07-31,11
1071,2022,14,2022-08-28,13
1072,2022,15,2022-09-04,39
1073,2022,16,2022-09-11,14
1074,2022,17,2022-10-02,15
1075,2022,18,2022-10-09,22
1076,2022,19,2022-10-23,69
1077,2022,20,2022-10-30,32
1078,2022,21,2022-11-13,18
1079,2022,22,2022-11-20,24
1080,2023,1,2023-03-05,3
1081,2023,2,2023-03-19,77
1082,2023,3,2023-04-02,1
1083,2023,4,2023-04-30,73
1084,2023,5,2023-05-07,79
1085,2023,6,2023-05-28,6
1086,2023,7,2023-06-04,4
1087,2023,8,2023-06-18,7
1088,2023,9,2023-07-02,70
1089,2023,10,2023-07-09,9
1090,2023,11,2023-07-23,11
1091,2023,12,2023-07-30,13
1092,2023,13,2023-08-27,39
1093,2023,14,2023-09-03,14
1094,2023,15,2023-09-17,15
1095,2023,16,2023-09-24,22
1096,2023,17,2023-10-08,78
1097,2023,18,2023-10-22,69
1098,2023,19,2023-10-29,32
1099,2023,20,2023-11-05,18
1100,2023,21,2023-11-19,80
1101,2023,22,2023-11-26,24
1102,2024,1,2024-03-02,3
1103,2024,2,2024-03-09,77
1104,2024,3,2024-03-24,1
1105,2024,4,2024-04-07,22
1106,2024,5,2024-04-21,17
1107,2024,6,2024-05-05,79
1108,2024,7,2024-05-19,21
1109,2024,8,2024-05-26,6
1110,2024,9,2024-06-09,7
1111,2024,10,2024-06-23,4
1112,2024,11,2024-06-30,70
1113,2024,12,2024-07-07,9
1114,2024,13,2024-07-21,11
1115,2024,14,2024-07-28,13
1116,2024,15,2024-08-25,39
1117,2024,16,2024-09-01,14
1118,2024,17,2024-09-15,73
1119,2024,18,2024-09-22,15
1120,2024,19,2024-10-20,69
1121,2024,20,2024-10-27,32
1122,2024,21,2024-11-03,18
1123,2024,22,2024-11-23,80
1124,2024,23,2024-12-01,78
1125,2024,24,2024-12-08,24
