race_id,driver_id,constructor_id,position_order,status_id
366,134,42,39,97
367,117,1,1,1
367,77,6,2,1
367,123,3,3,1
367,119,3,4,1
367,55,25,5,11
367,84,34,6,11
367,94,18,7,11
367,159,18,8,12
367,163,27,9,12
367,138,32,10,22
367,133,35,11,5
367,110,35,12,5
367,102,1,13,5
367,95,6,14,6
367,92,46,15,21
367,145,22,16,23
367,122,37,17,5
367,129,27,18,43
367,137,32,19,20
367,156,25,20,5
367,118,21,21,69
367,78,45,22,6
367,105,33,23,10
367,127,37,24,37
367,112,33,25,20
367,139,22,26,7
367,131,34,27,2
367,158,21,28,81
367,157,48,29,81
367,162,48,30,81
367,140,46,31,97
367,99,39,32,97
367,90,42,33,97
367,160,45,34,97
367,146,49,35,97
367,88,49,36,97
367,165,44,37,97
367,114,39,38,97
367,134,42,39,97
368,77,6,1,1
368,117,1,2,1
368,140,46,3,1
368,145,22,4,1
368,94,18,5,11
368,156,25,6,11
368,138,32,7,11
368,84,34,8,11
368,112,33,9,11
368,127,37,10,12
368,105,33,11,12
368,159,18,12,12
368,163,27,13,12
368,131,34,14,12
368,119,3,15,25
368,123,3,16,25
368,102,1,17,4
368,95,6,18,2
368,118,21,19,3
368,137,32,20,4
368,133,35,21,4
368,139,22,22,22
368,122,37,23,5
368,158,21,24,20
368,110,35,25,10
368,90,42,26,10
368,65,25,27,81
368,129,27,28,81
368,162,48,29,81
368,157,48,30,81
368,114,39,31,97
368,109,46,32,97
368,160,45,33,97
368,165,44,34,97
368,99,39,35,97
368,78,45,36,97
368,88,49,37,97
368,146,49,38,97
368,134,42,39,97
369,102,1,1,1
369,77,6,2,1
369,117,1,3,1
369,55,25,4,11
369,119,3,5,11
369,112,33,6,11
369,110,35,7,11
369,137,32,8,12
369,118,21,9,12
369,156,25,10,12
369,158,21,11,5
369,139,22,12,20
369,133,35,13,5
369,84,34,14,20
369,127,37,15,4
369,159,18,16,20
369,123,3,17,48
369,129,27,18,5
369,94,18,19,20
369,122,37,20,7
369,109,46,21,6
369,160,45,22,6
369,145,22,23,20
369,131,34,24,10
369,78,45,25,22
369,138,32,26,4
369,163,27,27,81
369,162,48,28,81
369,148,48,29,81
369,99,39,30,97
369,140,46,31,97
369,90,42,32,97
369,105,33,33,97
369,88,49,34,97
369,114,39,35,97
369,146,49,36,97
369,165,44,37,97
369,134,42,38,97
370,145,22,1,1
370,119,3,2,1
370,123,3,3,1
370,137,32,4,1
370,84,34,5,11
370,118,21,6,11
370,127,37,7,11
370,158,21,8,11
370,133,35,9,11
370,110,35,10,12
370,102,1,11,2
370,117,1,12,4
370,131,34,13,5
370,95,6,14,5
370,138,32,15,5
370,55,25,16,6
370,112,33,17,5
370,77,6,18,6
370,139,22,19,4
370,129,27,20,5
370,122,37,21,22
370,78,45,22,23
370,156,25,23,95
370,146,49,24,6
370,159,18,25,4
370,147,18,26,8
370,163,27,27,81
370,105,33,28,81
370,162,48,29,81
370,92,48,30,81
370,160,45,31,97
370,90,42,32,97
370,140,46,33,97
370,88,49,34,97
370,165,44,35,97
370,109,46,36,97
370,99,39,37,97
370,114,39,38,97
370,134,42,39,97
371,123,3,1,1
371,145,22,2,1
371,119,3,3,1
371,138,32,4,1
371,139,22,5,12
371,94,18,6,13
371,127,37,7,14
371,131,34,8,16
371,158,21,9,20
371,109,46,10,10
371,129,27,11,20
371,137,32,12,4
371,160,45,13,4
371,95,6,14,20
371,102,1,15,4
371,133,35,16,20
371,122,37,17,21
371,110,35,18,20
371,84,34,19,4
371,118,21,20,20
371,112,33,21,4
371,77,6,22,4
371,55,25,23,10
371,163,27,24,4
371,117,1,25,54
371,78,45,26,10
371,156,25,27,81
371,159,18,28,81
371,92,48,29,81
371,162,48,30,81
371,140,46,31,97
371,105,33,32,97
371,146,49,33,97
371,90,42,34,97
371,165,44,35,97
371,88,49,36,97
371,114,39,37,97
371,99,39,38,97
371,134,42,39,97
372,117,1,1,1
372,77,6,2,1
372,137,32,3,1
372,118,21,4,1
372,105,6,5,1
372,138,32,6,11
372,123,22,7,11
372,158,21,8,11
372,140,27,9,13
372,110,48,10,5
372,156,25,11,7
372,159,18,12,83
372,112,33,13,22
372,99,42,14,22
372,166,39,15,23
372,114,33,16,5
372,102,1,17,2
372,163,27,18,8
372,131,44,19,5
372,95,3,20,5
372,145,22,21,5
372,119,3,22,5
372,122,37,23,5
372,167,18,24,83
372,127,37,25,6
372,165,44,26,10
372,141,25,27,81
372,160,49,28,81
372,78,45,29,81
372,146,49,30,81
372,133,35,31,97
373,102,1,1,1
373,117,1,2,1
373,137,32,3,11
373,123,22,4,11
373,77,6,5,11
373,145,22,6,11
373,158,21,7,11
373,138,32,8,11
373,118,21,9,12
373,166,39,10,12
373,159,18,11,12
373,114,33,12,12
373,119,3,13,12
373,156,25,14,12
373,127,37,15,12
373,167,18,16,13
373,112,33,17,13
373,105,6,18,5
373,131,44,19,62
373,141,25,20,6
373,95,3,21,5
373,99,42,22,69
373,133,35,23,6
373,160,49,24,6
373,122,37,25,6
373,110,48,26,22
373,78,45,27,96
373,165,44,28,81
373,140,27,29,81
373,163,27,30,81
374,117,1,1,1
374,77,6,2,1
374,105,6,3,1
374,118,21,4,11
374,156,25,5,11
374,119,3,6,11
374,114,33,7,11
374,123,22,8,12
374,78,45,9,13
374,122,37,10,16
374,102,1,11,20
374,112,33,12,4
374,127,37,13,69
374,160,49,14,6
374,145,22,15,6
374,159,18,16,86
374,95,3,17,4
374,110,48,18,5
374,163,27,19,5
374,165,44,20,23
374,158,21,21,5
374,140,27,22,5
374,99,42,23,22
374,137,32,24,4
374,133,35,25,20
374,166,39,26,37
374,138,32,27,81
374,146,49,28,81
374,167,18,29,81
374,141,25,30,81
374,131,44,31,96
375,117,1,1,1
375,102,1,2,1
375,77,6,3,1
375,105,6,4,11
375,118,21,5,11
375,158,21,6,11
375,145,22,7,12
375,123,22,8,13
375,114,33,9,13
375,140,27,10,14
375,159,18,11,14
375,166,39,12,14
375,165,44,13,14
375,99,42,14,15
375,160,49,15,16
375,122,37,16,16
375,137,32,17,5
375,110,48,18,6
375,138,32,19,5
375,95,3,20,5
375,146,49,21,5
375,119,3,22,5
375,163,27,23,3
375,133,35,24,23
375,127,37,25,10
375,112,33,26,22
375,167,18,27,81
375,156,25,28,81
375,78,45,29,81
375,141,25,30,81
375,131,44,31,96
376,102,1,1,1
376,117,1,2,1
376,123,22,3,1
376,137,32,4,11
376,122,37,5,11
376,156,25,6,12
376,118,21,7,12
376,99,42,8,12
376,110,48,9,60
376,112,33,10,10
376,138,32,11,13
376,131,44,12,13
376,159,18,13,15
376,160,49,14,5
376,127,37,15,6
376,166,39,16,22
376,163,27,17,7
376,105,6,18,5
376,119,3,19,5
376,158,21,20,37
376,95,3,21,5
376,140,27,22,5
376,77,6,23,10
376,145,22,24,80
376,165,44,25,83
376,141,25,26,4
376,167,18,27,81
376,78,45,28,81
376,114,33,29,81
376,146,49,30,81
376,133,35,31,97
377,102,1,1,1
377,117,1,2,1
377,123,22,3,11
377,110,48,4,11
377,156,25,5,11
377,94,18,6,11
377,114,33,7,12
377,133,35,8,12
377,141,25,9,20
377,159,18,10,6
377,112,33,11,86
377,131,44,12,20
377,105,6,13,4
377,163,27,14,25
377,127,37,15,5
377,119,3,16,10
377,137,32,17,20
377,165,44,18,6
377,118,21,19,20
377,95,3,20,5
377,166,39,21,22
377,145,22,22,22
377,158,21,23,10
377,78,45,24,5
377,77,6,25,29
377,140,27,26,25
377,122,37,27,73
377,138,32,28,81
377,146,49,29,81
377,160,49,30,81
377,99,42,31,81
378,117,1,1,1
378,102,1,2,1
378,105,6,3,1
378,77,6,4,11
378,137,32,5,11
378,145,22,6,11
378,138,32,7,11
378,127,37,8,11
378,122,37,9,11
378,110,48,10,12
378,158,21,11,12
378,133,35,12,12
378,114,33,13,12
378,131,44,14,13
378,94,18,15,13
378,159,18,16,62
378,165,44,17,8
378,78,45,18,86
378,146,49,19,6
378,95,3,20,22
378,112,33,21,10
378,156,25,22,5
378,119,3,23,23
378,123,22,24,5
378,166,39,25,95
378,118,21,26,20
378,163,27,27,81
378,141,25,28,81
378,140,27,29,81
378,99,42,30,97
378,160,49,31,96
379,102,1,1,1
379,95,3,2,1
379,145,22,3,1
379,127,37,4,1
379,137,32,5,1
379,118,21,6,11
379,158,21,7,11
379,119,3,8,11
379,77,6,9,11
379,138,32,10,11
379,133,35,11,11
379,131,44,12,11
379,114,33,13,12
379,112,33,14,12
379,94,18,15,12
379,141,25,16,12
379,105,6,17,60
379,163,27,18,13
379,78,45,19,60
379,123,22,20,7
379,122,37,21,91
379,117,1,22,64
379,156,25,23,5
379,110,48,24,8
379,166,39,25,41
379,159,18,26,22
379,165,44,27,81
379,160,49,28,81
379,140,27,29,81
379,146,49,30,81
379,99,42,31,97
380,102,1,1,1
380,117,1,2,1
380,77,6,3,1
380,105,6,4,1
380,122,37,5,1
380,123,22,6,11
380,118,21,7,11
380,127,37,8,11
380,138,32,9,11
380,158,21,10,11
380,156,25,11,11
380,146,49,12,11
380,110,48,13,12
380,160,49,14,12
380,133,35,15,12
380,165,44,16,12
380,163,27,17,13
380,145,22,18,14
380,114,33,19,8
380,166,39,20,37
380,119,3,21,20
380,78,45,22,5
380,95,3,23,20
380,131,44,24,5
380,112,33,25,20
380,137,32,26,20
380,159,18,27,81
380,140,27,28,81
380,141,25,29,81
380,94,18,30,81
380,99,42,31,97
381,102,1,1,1
381,117,1,2,1
381,123,22,3,1
381,77,6,4,1
381,127,37,5,11
381,119,3,6,11
381,138,32,7,13
381,137,32,8,13
381,114,33,9,13
381,159,18,10,14
381,131,44,11,14
381,112,33,12,14
381,99,42,13,15
381,118,21,14,23
381,95,3,15,100
381,158,21,16,23
381,105,6,17,10
381,163,27,18,5
381,110,48,19,86
381,145,22,20,25
381,133,35,21,5
381,140,27,22,37
381,94,18,23,4
381,166,39,24,4
381,122,37,25,5
381,156,25,26,5
381,165,44,27,81
381,146,49,28,81
381,141,25,29,81
381,160,49,30,81
381,78,45,31,97
382,102,1,1,1
382,117,1,2,1
382,122,37,3,1
382,137,32,4,1
382,118,21,5,1
382,158,21,6,11
382,84,3,7,11
382,133,35,8,11
382,112,33,9,11
382,166,39,10,11
382,140,27,11,5
382,156,25,12,37
382,146,49,13,6
382,123,22,14,2
382,145,22,15,2
382,99,42,16,38
382,105,6,17,5
382,119,3,18,5
382,127,37,19,20
382,160,49,20,44
382,138,32,21,5
382,78,45,22,69
382,77,6,23,98
382,114,33,24,5
382,110,48,25,3
382,163,27,26,3
382,159,18,27,81
382,94,18,28,81
382,131,44,29,81
382,141,25,30,81
382,165,44,31,97
383,77,6,1,1
383,105,6,2,1
383,158,21,3,1
383,118,21,4,1
383,122,37,5,1
383,123,22,6,1
383,119,3,7,1
383,127,37,8,1
383,145,22,9,11
383,102,1,10,4
383,168,3,11,12
383,141,25,12,12
383,163,27,13,12
383,117,1,14,5
383,112,33,15,5
383,166,39,16,8
383,146,49,17,5
383,110,48,18,83
383,160,49,19,5
383,133,35,20,5
383,114,33,21,21
383,94,18,22,5
383,138,32,23,5
383,159,18,24,6
383,137,32,25,8
383,78,45,26,5
383,156,25,27,81
383,140,27,28,81
383,99,42,29,81
383,131,44,30,81
383,165,44,31,97
384,117,1,1,1
384,122,37,2,1
384,123,22,3,1
384,118,21,4,1
384,105,6,5,1
384,102,1,6,1
384,133,35,7,11
384,159,18,8,12
384,166,39,9,12
384,163,27,10,12
384,99,42,11,15
384,78,45,12,17
384,127,37,13,5
384,95,3,14,20
384,156,25,15,25
384,145,22,16,64
384,77,6,17,20
384,137,32,18,8
384,119,3,19,21
384,94,18,20,5
384,114,33,21,91
384,138,32,22,20
384,110,48,23,86
384,158,21,24,101
384,112,33,25,5
384,140,27,26,5
384,141,25,27,81
384,160,49,28,81
384,131,44,29,81
384,146,49,30,81
384,165,44,31,97
385,117,1,1,1
385,95,3,2,1
385,145,22,3,1
385,102,1,4,1
385,119,3,5,1
385,77,6,6,1
385,127,37,7,1
385,137,32,8,1
385,123,22,9,1
385,133,35,10,11
385,114,33,11,11
385,159,18,12,12
385,131,44,13,12
385,112,33,14,13
385,140,27,15,36
385,158,21,16,83
385,122,37,17,5
385,118,21,18,83
385,110,48,19,5
385,166,39,20,5
385,105,6,21,5
385,94,18,22,6
385,138,32,23,20
385,78,45,24,22
385,156,25,25,83
385,163,27,26,37
385,146,49,27,81
385,165,44,28,81
385,141,25,29,81
385,160,49,30,81
385,99,42,31,97
386,102,1,1,1
386,117,1,2,1
386,123,22,3,1
386,77,6,4,1
386,145,22,5,1
386,119,3,6,1
386,138,32,7,11
386,166,39,8,11
386,112,33,9,11
386,127,37,10,11
386,105,6,11,11
386,156,25,12,11
386,94,18,13,12
386,141,25,14,12
386,159,18,15,12
386,88,33,16,13
386,163,27,17,13
386,110,48,18,25
386,158,21,19,80
386,78,45,20,23
386,137,32,21,100
386,95,3,22,4
386,133,35,23,20
386,122,37,24,10
386,118,21,25,20
386,146,49,26,100
386,140,27,27,81
386,165,44,28,81
386,160,49,29,81
386,131,44,30,81
386,99,42,31,97
387,117,1,1,1
387,102,1,2,1
387,137,32,3,1
387,119,3,4,1
387,123,22,5,11
387,122,37,6,11
387,94,18,7,12
387,110,48,8,60
387,140,27,9,60
387,112,33,10,60
387,166,39,11,10
387,160,49,12,69
387,95,3,13,20
387,145,22,14,20
387,131,44,15,86
387,118,21,16,5
387,158,21,17,5
387,127,37,18,4
387,138,32,19,4
387,159,18,20,5
387,133,35,21,8
387,77,6,22,4
387,163,27,23,4
387,156,25,24,7
387,165,44,25,86
387,105,6,26,4
387,99,42,27,81
387,141,25,28,81
387,162,33,29,81
387,146,49,30,81
387,78,45,31,97
388,117,1,1,1
388,137,3,2,1
388,140,1,3,1
388,77,6,4,1
388,123,22,5,11
388,95,3,6,11
388,138,32,7,12
388,105,6,8,20
388,157,49,9,13
388,156,25,10,13
388,166,25,11,14
388,169,39,12,16
388,158,21,13,25
388,102,32,14,5
388,119,34,15,10
388,110,34,16,24
388,118,21,17,5
388,133,45,18,54
388,145,18,19,22
388,84,49,20,101
388,170,22,21,101
388,167,18,22,2
388,122,37,23,54
389,95,3,1,1
389,102,32,2,1
389,105,6,3,1
389,140,1,4,1
389,84,49,5,12
389,138,32,6,60
389,157,49,7,12
389,166,25,8,12
389,119,34,9,12
389,112,33,10,13
389,118,21,11,60
389,133,45,12,60
389,169,39,13,16
389,170,22,14,101
389,123,22,15,5
389,158,21,16,8
389,156,25,17,8
389,110,34,18,20
389,167,18,19,6
389,99,45,20,6
389,145,18,21,101
389,122,37,22,5
389,77,6,23,10
389,117,1,24,10
389,160,27,25,64
389,137,3,26,82
389,163,27,27,22
390,117,1,1,1
390,140,1,2,1
390,110,34,3,11
390,158,21,4,11
390,138,32,5,11
390,163,27,6,12
390,160,27,7,13
390,112,33,8,13
390,166,25,9,14
390,169,39,10,15
390,170,22,11,5
390,84,49,12,25
390,123,22,13,67
390,95,3,14,3
390,102,32,15,3
390,122,37,16,5
390,137,3,17,43
390,133,45,18,95
390,105,6,19,7
390,157,49,20,23
390,118,21,21,21
390,119,34,22,8
390,77,6,23,5
390,145,18,24,101
390,167,18,25,6
390,156,25,26,3
391,102,32,1,1
391,137,3,2,1
391,105,6,3,1
391,77,6,4,11
391,156,25,5,12
391,122,37,6,12
391,84,49,7,12
391,170,22,8,12
391,117,1,9,5
391,138,32,10,13
391,163,27,11,14
391,160,27,12,14
391,169,39,13,17
391,158,21,14,25
391,118,21,15,6
391,140,1,16,5
391,112,33,17,5
391,119,34,18,10
391,133,45,19,10
391,110,34,20,22
391,95,3,21,101
391,145,18,22,10
391,166,25,23,3
391,123,22,24,7
391,167,18,25,54
391,157,49,26,96
392,102,32,1,1
392,137,3,2,1
392,117,1,3,1
392,77,6,4,1
392,95,3,5,11
392,158,21,6,13
392,140,1,7,13
392,157,49,8,13
392,119,34,9,13
392,163,27,10,13
392,156,25,11,13
392,169,39,12,15
392,123,22,13,23
392,160,27,14,8
392,166,25,15,36
392,112,33,16,3
392,105,6,17,6
392,145,18,18,6
392,84,49,19,101
392,118,21,20,3
392,122,37,21,10
392,170,22,22,3
392,133,45,23,7
392,110,34,24,6
392,167,18,25,3
392,138,32,26,3
393,95,3,1,1
393,137,3,2,1
393,117,1,3,1
393,102,32,4,11
393,170,22,5,13
393,166,25,6,14
393,156,25,7,14
393,140,1,8,16
393,169,39,9,16
393,77,6,10,22
393,138,32,11,62
393,105,6,12,5
393,118,21,13,101
393,112,33,14,6
393,122,37,15,5
393,167,18,16,101
393,163,27,17,43
393,123,22,18,5
393,157,49,19,25
393,160,27,20,5
393,145,18,21,101
393,119,34,22,24
393,84,49,23,36
393,133,45,24,5
393,110,34,25,101
393,158,21,26,10
394,95,3,1,1
394,137,3,2,1
394,102,32,3,11
394,138,32,4,12
394,118,21,5,12
394,170,22,6,12
394,123,22,7,13
394,156,25,8,15
394,169,39,9,16
394,166,25,10,5
394,84,49,11,62
394,117,1,12,5
394,105,6,13,22
394,158,21,14,5
394,167,18,15,69
394,133,45,16,5
394,157,49,17,6
394,119,34,18,101
394,140,1,19,5
394,145,18,20,5
394,110,34,21,101
394,77,6,22,3
394,112,33,23,6
394,163,27,24,10
394,122,37,25,3
394,160,27,26,96
395,137,3,1,1
395,140,1,2,1
395,102,32,3,11
395,166,25,4,11
395,156,25,5,11
395,112,33,6,12
395,117,1,7,10
395,84,49,8,62
395,160,27,9,5
395,167,18,10,5
395,123,22,11,5
395,95,3,12,5
395,145,18,13,5
395,118,21,14,101
395,157,49,15,86
395,77,6,16,101
395,170,22,17,5
395,133,45,18,5
395,110,34,19,5
395,105,6,20,101
395,169,39,21,5
395,158,21,22,37
395,138,32,23,101
395,122,37,24,5
395,163,27,25,80
395,119,34,26,80
396,137,3,1,1
396,102,32,2,1
396,117,1,3,1
396,123,22,4,11
396,119,34,5,11
396,118,21,6,12
396,156,25,7,12
396,158,21,8,12
396,166,25,9,12
396,122,37,10,12
396,145,18,11,13
396,160,27,12,13
396,169,39,13,15
396,95,3,14,36
396,133,45,15,69
396,163,27,16,10
396,112,33,17,3
396,84,49,18,101
396,105,6,19,5
396,110,34,20,6
396,140,1,21,6
396,170,22,22,6
396,167,18,23,20
396,77,6,24,24
396,157,49,25,5
396,138,32,26,30
397,95,3,1,1
397,137,3,2,1
397,170,22,3,11
397,123,22,4,11
397,102,32,5,12
397,117,1,6,12
397,140,1,7,12
397,160,27,8,12
397,157,49,9,13
397,163,27,10,13
397,122,37,11,13
397,112,33,12,13
397,138,32,13,13
397,156,25,14,15
397,84,49,15,2
397,169,39,16,62
397,119,34,17,5
397,105,6,18,101
397,110,34,19,5
397,118,21,20,5
397,158,21,21,27
397,77,6,22,101
397,167,18,23,10
397,145,18,24,5
397,133,45,25,10
397,166,25,26,3
398,137,3,1,1
398,102,32,2,1
398,95,3,3,1
398,77,6,4,1
398,123,22,5,1
398,140,1,6,1
398,170,22,7,11
398,160,27,8,12
398,157,49,9,12
398,163,27,10,12
398,138,32,11,13
398,166,25,12,13
398,122,37,13,13
398,156,25,14,13
398,117,1,15,14
398,145,18,16,15
398,84,49,17,6
398,112,33,18,20
398,167,18,19,5
398,158,21,20,86
398,171,45,21,101
398,133,45,22,22
398,105,6,23,101
398,118,21,24,10
398,110,34,25,22
398,119,34,26,5
398,78,42,27,81
398,169,39,28,81
399,117,1,1,1
399,77,6,2,1
399,137,3,3,1
399,170,22,4,60
399,140,1,5,11
399,158,21,6,12
399,102,32,7,12
399,138,32,8,12
399,122,37,9,13
399,156,25,10,13
399,145,18,11,60
399,166,25,12,14
399,118,21,13,14
399,123,22,14,16
399,110,34,15,98
399,105,6,16,6
399,84,49,17,6
399,171,45,18,22
399,112,33,19,5
399,163,27,20,21
399,133,45,21,101
399,160,27,22,80
399,167,18,23,3
399,95,3,24,10
399,119,34,25,5
399,157,49,26,3
400,95,3,1,1
400,117,1,2,1
400,140,1,3,1
400,137,3,4,1
400,102,32,5,1
400,112,33,6,11
400,166,25,7,11
400,158,21,8,60
400,138,32,9,12
400,118,21,10,12
400,84,49,11,12
400,122,37,12,12
400,119,34,13,14
400,167,18,14,14
400,105,6,15,5
400,123,22,16,3
400,77,6,17,5
400,156,25,18,4
400,163,27,19,4
400,157,49,20,7
400,145,18,21,101
400,170,22,22,23
400,110,34,23,6
400,160,27,24,80
400,169,39,25,8
400,78,42,26,22
400,133,45,27,81
401,95,3,1,1
401,137,3,2,1
401,119,34,3,1
401,158,21,4,1
401,170,22,5,12
401,112,33,6,13
401,156,25,7,13
401,166,25,8,13
401,114,33,9,14
401,102,32,10,20
401,122,37,11,47
401,133,45,12,5
401,160,27,13,47
401,167,18,14,7
401,163,27,15,25
401,118,21,16,3
401,110,34,17,3
401,77,6,18,101
401,123,22,19,10
401,145,18,20,101
401,105,6,21,5
401,84,49,22,101
401,140,1,23,3
401,138,32,24,3
401,157,49,25,3
401,117,1,26,4
402,77,6,1,1
402,102,32,2,1
402,140,1,3,1
402,105,6,4,1
402,123,22,5,1
402,138,32,6,1
402,117,1,7,11
402,156,25,8,11
402,158,21,9,60
402,118,21,10,11
402,119,34,11,12
402,166,25,12,12
402,160,27,13,13
402,114,33,14,14
402,137,3,15,5
402,163,27,16,60
402,133,45,17,60
402,90,39,18,10
402,145,18,19,5
402,84,49,20,5
402,110,34,21,5
402,170,22,22,5
402,157,49,23,5
402,122,37,24,3
402,167,18,25,5
402,112,33,26,3
402,95,3,27,3
403,77,6,1,1
403,105,6,2,1
403,123,22,3,11
403,156,25,4,12
403,114,33,5,13
403,90,39,6,13
403,157,49,7,13
403,110,34,8,20
403,119,3,9,44
403,102,32,10,2
403,137,3,11,23
403,122,37,12,20
403,117,1,13,23
403,158,21,14,25
403,140,1,15,23
403,170,22,16,23
403,167,18,17,7
403,112,33,18,10
403,163,27,19,80
403,131,34,20,68
403,160,27,21,80
403,138,32,22,9
403,118,21,23,7
403,84,49,24,5
403,166,25,25,20
403,145,18,26,3
403,133,45,27,81
404,137,3,1,1
404,102,32,2,1
404,172,27,3,1
404,163,27,4,1
404,84,25,5,11
404,77,22,6,12
404,166,25,7,12
404,173,34,8,13
404,174,32,9,13
404,170,22,10,15
404,123,21,11,43
404,105,6,12,69
404,117,1,13,5
404,157,45,14,5
404,140,6,15,23
404,175,26,16,84
404,119,34,17,47
404,156,49,18,5
404,176,21,19,5
404,145,18,20,8
404,110,18,21,101
404,160,45,22,5
404,177,1,23,5
404,178,26,24,98
404,95,3,25,20
405,102,32,1,1
405,95,3,2,1
405,117,1,3,1
405,177,1,4,11
405,170,22,5,11
405,77,22,6,11
405,123,21,7,14
405,175,26,8,16
405,174,32,9,6
405,84,25,10,5
405,172,27,11,86
405,176,21,12,69
405,137,3,13,5
405,173,34,14,6
405,163,27,15,86
405,105,6,16,67
405,166,25,17,5
405,157,45,18,5
405,140,6,19,23
405,160,45,20,5
405,119,34,21,6
405,110,18,22,24
405,156,49,23,4
405,178,26,24,4
405,145,18,25,24
406,117,1,1,1
406,137,3,2,1
406,77,22,3,11
406,140,6,4,11
406,177,1,5,60
406,119,34,6,60
406,123,21,7,12
406,84,25,8,12
406,176,21,9,13
406,105,6,10,101
406,160,45,11,60
406,163,27,12,36
406,166,25,13,7
406,170,22,14,5
406,156,49,15,23
406,157,45,16,10
406,178,26,17,25
406,110,18,18,5
406,173,34,19,5
406,172,27,20,7
406,102,32,21,67
406,95,3,22,5
406,174,32,23,67
406,179,49,24,101
406,175,26,25,5
406,145,18,26,3
407,117,1,1,1
407,177,1,2,1
407,102,32,3,1
407,95,3,4,1
407,163,27,5,11
407,172,27,6,11
407,137,3,7,11
407,123,21,8,13
407,176,21,9,13
407,140,6,10,13
407,166,25,11,14
407,156,49,12,14
407,84,25,13,3
407,175,26,14,3
407,77,22,15,38
407,119,34,16,48
407,105,6,17,101
407,173,34,18,5
407,170,22,19,23
407,178,26,20,3
407,160,45,21,81
407,174,32,22,81
407,179,49,23,81
407,157,45,24,81
407,110,18,25,81
408,95,3,1,1
408,102,32,2,1
408,140,6,3,1
408,105,6,4,1
408,172,27,5,1
408,117,1,6,1
408,170,22,7,11
408,119,34,8,11
408,176,21,9,12
408,77,22,10,12
408,178,26,11,60
408,166,25,12,13
408,156,49,13,16
408,110,18,14,60
408,179,49,15,10
408,84,25,16,6
408,145,18,17,6
408,163,27,18,5
408,137,3,19,101
408,123,21,20,10
408,174,32,21,20
408,177,1,22,5
408,160,45,23,5
408,157,45,24,5
408,175,26,25,3
409,95,3,1,1
409,117,1,2,1
409,137,3,3,1
409,177,1,4,1
409,102,32,5,11
409,163,27,6,11
409,172,27,7,11
409,105,6,8,11
409,84,25,9,12
409,178,26,10,13
409,166,25,11,14
409,179,49,12,16
409,119,34,13,101
409,160,45,14,6
409,110,18,15,6
409,123,21,16,10
409,77,22,17,101
409,140,6,18,3
409,174,32,19,3
409,156,49,20,5
409,118,34,21,5
409,145,18,22,101
409,170,22,23,84
409,157,45,24,101
409,175,26,25,3
410,102,32,1,1
410,172,27,2,1
410,117,1,3,1
410,105,6,4,1
410,95,3,5,11
410,119,34,6,11
410,174,32,7,12
410,156,49,8,12
410,166,25,9,12
410,118,34,10,13
410,157,21,11,10
410,163,27,12,3
410,123,21,13,3
410,110,18,14,6
410,137,3,15,3
410,140,6,16,10
410,170,22,17,6
410,158,26,18,38
410,178,26,19,38
410,180,45,20,10
410,84,25,21,10
410,160,45,22,101
410,177,1,23,7
410,77,22,24,5
410,145,18,25,101
410,179,49,26,10
411,95,3,1,1
411,117,1,2,1
411,137,3,3,1
411,177,1,4,1
411,163,27,5,11
411,172,27,6,11
411,119,34,7,12
411,105,6,8,12
411,118,34,9,13
411,84,25,10,13
411,157,21,11,14
411,123,21,12,62
411,175,26,13,23
411,174,32,14,5
411,156,49,15,5
411,166,25,16,42
411,179,49,17,3
411,180,45,18,101
411,77,22,19,6
411,170,22,20,5
411,140,6,21,101
411,102,32,22,3
411,160,45,23,3
411,145,18,24,3
411,110,18,25,101
411,178,26,26,3
412,95,3,1,1
412,137,3,2,1
412,117,1,3,11
412,163,27,4,12
412,84,25,5,13
412,166,25,6,13
412,174,32,7,13
412,118,34,8,13
412,156,49,9,16
412,123,21,10,62
412,175,26,11,6
412,105,6,12,101
412,145,18,13,38
412,170,22,14,69
412,119,34,15,5
412,102,32,16,6
412,179,49,17,5
412,110,18,18,10
412,77,22,19,10
412,178,26,20,37
412,140,6,21,5
412,177,1,22,6
412,172,27,23,4
412,157,21,24,4
412,160,45,25,4
412,180,45,26,4
413,137,3,1,1
413,102,32,2,1
413,95,3,3,1
413,163,27,4,1
413,177,1,5,60
413,117,1,6,60
413,118,34,7,11
413,175,26,8,11
413,178,26,9,12
413,77,22,10,12
413,140,6,11,41
413,180,45,12,14
413,157,21,13,101
413,179,49,14,6
413,156,49,15,5
413,84,25,16,10
413,119,34,17,101
413,110,18,18,6
413,145,18,19,25
413,174,32,20,21
413,123,21,21,101
413,112,27,22,5
413,160,45,23,8
413,166,25,24,5
413,105,6,25,7
413,170,22,26,3
414,137,3,1,1
414,102,32,2,1
414,95,3,3,11
414,140,6,4,11
414,174,32,5,12
414,84,25,6,12
414,175,26,7,12
414,166,25,8,12
414,112,27,9,13
414,156,49,10,16
414,163,27,11,5
414,178,26,12,24
414,77,22,13,7
414,123,21,14,10
414,177,1,15,22
414,170,22,16,7
414,145,18,17,5
414,105,6,18,3
414,118,34,19,3
414,117,1,20,3
414,160,45,21,22
414,157,21,22,22
414,119,34,23,6
414,110,18,24,5
414,179,49,25,21
414,180,45,26,101
415,117,1,1,1
415,105,6,2,11
415,140,6,3,12
415,178,26,4,12
415,175,26,5,12
415,157,21,6,13
415,77,22,7,13
