race_id,driver_id,constructor_id,position_order,status_id
64,32,9,8,1
64,23,7,9,1
64,24,5,10,11
64,14,9,11,11
64,26,5,12,11
64,17,3,13,47
64,11,8,14,6
64,35,2,15,3
64,22,11,16,5
64,2,2,17,23
64,37,1,18,48
64,29,8,19,30
64,3,3,20,3
64,27,13,21,2
64,33,13,22,2
65,18,11,1,1
65,37,1,2,1
65,2,2,3,1
65,22,11,4,1
65,14,9,5,11
65,23,7,6,11
65,13,6,7,11
65,30,6,8,49
65,33,13,9,13
65,27,13,10,13
65,26,5,11,14
65,15,7,12,5
65,11,8,13,15
65,4,4,14,30
65,8,1,15,4
65,24,5,16,4
65,3,3,17,10
65,21,4,18,20
65,32,9,19,20
65,17,3,20,3
65,29,8,21,5
65,9,2,22,2
66,13,6,1,1
66,4,4,2,1
66,30,6,3,1
66,18,11,4,1
66,37,1,5,1
66,21,4,6,1
66,23,7,7,1
66,22,11,8,1
66,15,7,9,11
66,17,3,10,11
66,32,9,11,11
66,9,2,12,11
66,26,5,13,11
66,2,2,14,12
66,14,9,15,6
66,27,13,16,20
66,11,8,17,50
66,3,3,18,47
66,29,8,19,20
66,24,5,20,20
66,8,1,21,4
66,33,13,22,4
67,30,6,1,1
67,8,1,2,1
67,9,2,3,1
67,21,4,4,1
67,18,11,5,1
67,22,11,6,1
67,15,7,7,1
67,2,2,8,1
67,13,6,9,1
67,17,3,10,1
67,32,9,11,11
67,14,9,12,11
67,26,5,13,11
67,24,5,14,11
67,23,7,15,11
67,11,8,16,12
67,27,14,17,12
67,33,14,18,23
67,4,4,19,5
67,37,1,20,5
67,29,8,21,9
67,3,3,22,30
68,30,6,1,1
68,4,4,2,1
68,21,4,3,1
68,18,11,4,1
68,37,1,5,1
68,22,11,6,1
68,2,2,7,1
68,17,3,8,1
68,14,9,9,1
68,24,5,10,11
68,3,3,11,11
68,38,9,12,11
68,9,2,13,11
68,26,5,14,11
68,27,14,15,13
68,29,8,16,14
68,23,7,17,51
68,13,6,18,4
68,15,7,19,63
68,33,14,20,20
68,8,1,21,37
68,11,8,22,2
69,4,4,1,1
69,13,6,2,1
69,21,4,3,1
69,18,11,4,1
69,8,1,5,1
69,15,7,6,1
69,23,7,7,1
69,2,2,8,1
69,9,2,9,1
69,3,3,10,11
69,37,1,11,11
69,22,11,12,11
69,38,9,13,11
69,24,5,14,11
69,11,8,15,11
69,33,14,16,12
69,29,8,17,13
69,26,5,18,38
69,17,3,19,3
69,30,6,20,5
69,14,9,21,6
69,27,14,22,30
70,13,6,1,1
70,4,4,2,1
70,18,11,3,1
70,30,6,4,1
70,8,1,5,1
70,21,4,6,1
70,22,11,7,1
70,37,1,8,1
70,9,2,9,1
70,11,8,10,11
70,26,5,11,11
70,38,9,12,11
70,24,5,13,11
70,27,14,14,11
70,33,14,15,12
70,29,8,16,12
70,2,2,17,3
70,14,9,18,6
70,15,7,19,22
70,23,7,20,22
70,17,3,21,4
70,3,3,22,4
71,21,4,1,1
71,22,6,2,1
71,4,4,3,1
71,14,9,4,1
71,17,3,5,1
71,31,1,6,1
71,32,9,7,1
71,8,1,8,1
71,15,7,9,1
71,13,15,10,1
71,18,16,11,11
71,23,7,12,11
71,35,15,13,11
71,11,16,14,12
71,39,17,15,12
71,33,17,16,12
71,40,18,17,14
71,30,6,18,3
71,2,3,19,3
71,27,18,20,6
72,4,4,1,1
72,15,7,2,1
72,2,3,3,1
72,31,1,4,1
72,23,7,5,1
72,14,9,6,1
72,30,6,7,1
72,32,9,8,1
72,8,1,9,1
72,13,15,10,11
72,39,17,11,12
72,33,17,12,13
72,27,18,13,14
72,22,6,14,27
72,21,4,15,4
72,17,3,16,4
72,35,15,17,20
72,18,16,18,5
72,19,16,19,5
72,40,18,20,20
73,4,4,1,1
73,15,7,2,1
73,8,1,3,1
73,23,7,4,1
73,37,1,5,1
73,17,3,6,1
73,13,15,7,11
73,14,9,8,11
73,22,6,9,11
73,33,17,10,12
73,35,15,11,22
73,40,18,12,13
73,27,18,13,14
73,18,16,14,8
73,11,16,15,23
73,2,3,16,5
73,30,6,17,9
73,21,4,18,5
73,39,17,19,10
73,32,9,20,10
74,4,4,1,1
74,30,6,2,1
74,25,1,3,1
74,35,15,4,1
74,15,7,5,1
74,2,3,6,1
74,17,3,7,1
74,24,9,8,1
74,23,7,9,1
74,13,15,10,11
74,14,9,11,11
74,39,17,12,11
74,33,17,13,12
74,27,18,14,9
74,22,6,15,10
74,8,1,16,30
74,40,18,17,8
74,21,4,18,3
74,18,16,19,2
74,11,16,20,2
75,8,1,1,1
75,4,4,2,1
75,15,7,3,1
75,23,7,4,1
75,21,4,5,1
75,17,3,6,1
75,31,1,7,11
75,14,9,8,11
75,22,6,9,11
75,2,3,10,11
75,13,15,11,46
75,33,17,12,13
75,39,17,13,13
75,35,15,14,5
75,30,6,15,29
75,27,18,16,6
75,40,18,17,20
75,24,9,18,20
76,8,1,1,1
76,2,3,2,1
76,17,3,3,1
76,4,4,4,1
76,31,1,5,1
76,23,7,6,1
76,30,6,7,1
76,22,6,8,1
76,13,15,9,11
76,15,7,10,11
76,35,15,11,11
76,21,4,12,11
76,33,17,13,13
76,27,18,14,15
76,24,9,15,3
76,40,18,16,3
76,14,9,17,3
76,39,17,18,9
77,4,4,1,1
77,2,3,2,1
77,22,6,3,1
77,14,9,4,1
77,30,6,5,1
77,21,4,6,1
77,31,1,7,1
77,15,7,8,1
77,24,9,9,1
77,18,16,10,1
77,8,1,11,3
77,11,16,12,11
77,35,15,13,11
77,13,15,14,11
77,33,17,15,11
77,39,17,16,11
77,27,18,17,12
77,40,18,18,13
77,23,7,19,20
77,17,3,20,3
78,8,1,1,1
78,30,6,2,1
78,22,6,3,1
78,13,15,4,1
78,17,3,5,1
78,23,7,6,11
78,14,9,7,11
78,32,9,8,11
78,35,15,9,11
78,33,17,10,13
78,27,18,11,13
78,15,7,12,23
78,18,16,13,3
78,2,3,14,5
78,11,16,15,23
78,40,18,16,9
78,4,4,17,22
78,21,4,18,9
78,39,17,19,22
78,31,1,20,2
79,30,6,1,1
79,22,6,2,1
79,33,17,3,11
79,39,17,4,11
79,27,18,5,12
79,40,18,6,12
79,15,7,7,54
79,8,1,8,54
79,18,16,9,54
79,21,4,10,54
79,4,4,11,54
79,11,16,12,54
79,17,3,13,54
79,13,15,14,54
79,31,1,15,54
79,35,15,16,54
79,41,7,17,54
79,32,9,18,54
79,2,3,19,54
79,14,9,20,54
80,4,4,1,1
80,8,1,2,1
80,30,6,3,1
80,18,16,4,11
80,15,7,5,11
80,21,4,6,11
80,23,7,7,11
80,35,15,8,11
80,22,6,9,11
80,14,9,10,11
80,11,16,11,11
80,17,3,12,12
80,33,17,13,13
80,2,3,14,14
80,39,17,15,14
80,31,1,16,5
80,27,18,17,29
80,40,18,18,29
80,13,15,19,9
80,32,9,20,32
81,31,1,1,1
81,4,4,2,1
81,8,1,3,1
81,21,4,4,1
81,18,16,5,1
81,30,6,6,1
81,22,6,7,1
81,23,7,8,1
81,15,7,9,1
81,13,15,10,11
81,17,3,11,11
81,2,3,12,11
81,14,9,13,11
81,35,15,14,11
81,32,9,15,11
81,11,16,16,12
81,33,17,17,12
81,27,18,18,13
81,40,18,19,14
81,39,17,20,10
82,4,4,1,1
82,31,1,2,1
82,18,16,3,1
82,21,4,4,1
82,30,6,5,1
82,23,7,6,1
82,14,9,7,1
82,13,15,8,1
82,32,9,9,1
82,22,6,10,11
82,2,3,11,11
82,11,16,12,11
82,27,18,13,12
82,15,7,14,13
82,35,15,15,13
82,39,17,16,13
82,33,17,17,13
82,38,18,18,14
82,17,3,19,55
82,8,1,20,9
83,8,1,1,1
83,30,6,2,1
83,23,7,3,1
83,15,7,4,1
83,18,16,5,1
83,2,3,6,1
83,17,3,7,11
83,11,16,8,11
83,21,4,9,11
83,22,6,10,11
83,4,4,11,11
83,39,17,12,13
83,33,17,13,14
83,13,15,14,17
83,27,18,15,45
83,35,15,16,56
